% Title: Dictionary database. 
% Source: Yelp.com Data. 
% Authors: Manikanta Talanki & Kaushik Sirineni. 

@RELATION dictionary original 
@ATTRIBUTE word String 
@ATTRIBUTE usefulVotesPercent {A,B,C,D,E}
@ATTRIBUTE usefulnessPercent {A,B,C,D,E}

@DATA 
dressed,D,B
birthdays,B,B
strollers,D,A
beerbattered,B,C
accomodating,B,A
christine,A,D
grayhawk,B,D
notsogood,B,D
dieting,A,A
river,D,B
references,D,A
hitormiss,B,A
familyrun,D,B
beforethe,B,A
friendlier,B,A
rueben,B,C
lighten,C,B
lighted,D,B
lighter,C,B
bothersome,B,B
crap,D,B
cram,A,E
crab,C,B
privilege,D,A
halves,A,A
crew,C,A
cred,D,A
fromi,D,A
scooter,C,D
warms,C,B
lightly,D,B
crib,C,E
tottie,D,D
crusted,C,A
expiration,B,B
outdoors,C,A
crme,A,D
front,C,B
wards,C,C
martinis,C,B
frost,B,C
crop,A,B
wares,A,B
stringy,C,C
acknowledge,C,B
strings,D,C
lookout,D,B
froyo,C,A
fontina,C,A
helen,E,A
cruz,C,D
frown,A,A
froze,A,C
urgent,B,A
someburros,B,D
americanos,B,D
kitchens,D,C
topnotch,B,B
pedals,B,D
club,C,B
clue,C,A
infamous,D,B
christown,D,C
adovada,B,D
clog,C,A
adovado,B,D
cmon,D,B
sooooo,B,A
nostalgia,D,B
nostalgic,C,B
question,D,B
approachable,C,B
sewage,C,C
again,B,A
dentists,B,A
roadside,C,A
overkill,D,C
owning,B,B
camping,C,B
partying,C,B
arises,C,A
clever,D,C
apology,C,C
agave,C,D
thailand,C,A
bobbie,C,B
charleen,E,E
screen,C,B
novelty,D,A
walks,D,C
walls,C,B
voucher,C,A
disappointedi,B,B
accessible,D,A
heidi,B,C
unsupervised,D,B
neighborhood,C,B
tidbits,D,A
caught,C,B
affinity,D,B
freaked,D,A
takes,C,B
taker,C,C
taken,C,B
clip,C,B
freakin,D,B
guilty,C,A
pricewise,B,D
diamonds,D,A
fries,C,A
fried,C,B
clay,D,E
clad,A,C
clam,C,B
screws,B,A
clap,A,C
claw,C,C
dependent,C,C
strolling,D,D
coca,C,B
cock,A,A
dramatically,D,A
coco,A,C
code,D,B
freshest,C,B
coal,C,B
decorating,C,B
coat,C,B
decoration,C,A
cobb,C,B
afterall,A,C
recorded,A,A
hostesses,C,B
dimmed,C,B
frito,C,A
fritz,D,B
placesthe,B,A
difficulties,B,E
decorative,D,A
cops,D,E
copy,C,C
cool,C,B
cook,C,B
lying,D,A
coop,C,C
flawlessly,C,D
cone,D,B
cons,B,A
comp,C,C
lifetime,C,A
come,C,B
comb,A,E
coma,D,B
cost,C,A
cosy,B,A
cork,C,B
corp,C,C
corn,C,B
hefty,D,C
core,D,B
cord,B,B
cushion,D,C
coes,D,C
nacho,D,A
sheeps,C,A
coed,C,C
cola,C,B
cold,C,B
cole,C,B
matinee,C,A
coke,D,A
starring,A,D
sheesh,B,C
coin,C,D
sheets,C,A
expressing,C,B
expression,D,A
tails,C,A
wildflower,C,A
inspires,A,B
interpretation,D,C
inspired,D,B
coyles,D,A
deceptive,B,D
wanna,C,A
beauty,D,B
illness,B,B
antiques,C,C
wednesday,C,B
stopping,C,B
apollos,A,B
risen,C,A
rises,C,A
pebbles,D,B
choicesi,D,E
servers,C,B
tshirt,D,B
demographics,D,A
risky,D,C
rectified,D,B
christmas,C,B
repair,B,D
chihuly,A,C
balcony,C,A
requisite,C,A
beaver,A,C
midwest,C,B
violated,C,B
unreasonably,B,D
oversized,C,C
wafer,C,A
cien,D,C
tangy,D,B
tango,A,C
vehicle,B,D
devouring,D,C
dueling,D,B
reserved,D,B
ciao,C,B
hygiene,C,A
unreasonable,D,C
cibo,A,C
tanks,C,B
offer,C,B
coasters,C,D
coyote,D,C
midweek,C,B
churchs,D,B
stumbled,B,B
herethey,A,A
choc,D,A
coyotes,C,B
viva,B,A
chic,C,C
visa,B,B
herethis,D,C
chip,C,A
chin,D,B
chix,B,D
chit,C,A
hibachi,B,D
museums,C,B
stereotypical,C,D
wellthe,C,B
waterslide,D,C
choy,A,C
chow,C,B
chop,C,B
choo,E,D
tanzy,A,B
formula,D,B
view,C,B
viet,D,C
sanitizer,D,B
pepperoncinis,C,C
clerks,C,B
vibe,C,B
wagon,A,B
bible,C,A
vice,C,C
vida,B,A
vics,D,B
chez,A,A
chew,D,C
chen,B,C
chef,D,B
vine,C,C
submitted,B,A
vino,C,B
unimpressive,D,B
looking,C,A
sophies,A,E
design,C,B
chao,C,C
chan,A,E
char,C,B
chat,C,B
trendier,C,E
chad,C,C
chai,C,B
steamed,C,C
steamer,B,C
vile,A,C
cluttered,A,B
tapas,C,B
differences,C,B
implemented,C,B
taped,D,A
after,C,B
tapes,A,A
fruit,C,B
encourage,D,C
bialy,C,C
wagyu,D,C
mesmerized,A,B
marginal,B,A
desire,C,B
heshe,C,A
decadent,D,B
tiniest,D,A
scares,C,D
scared,D,B
talks,D,C
scarce,C,A
tales,A,B
polynesian,B,B
positioned,C,D
charlies,D,B
sherry,D,C
sooner,D,C
hertz,B,B
scrubs,C,A
overflowing,C,B
orchard,B,A
kafta,A,D
korean,B,B
survey,C,C
vantage,C,C
sweeping,A,A
dinosaur,B,C
gathered,D,B
waive,C,B
etouffee,B,D
waist,C,A
waits,B,C
waiti,D,C
heating,C,A
tammy,C,B
plusi,B,D
plush,D,B
ultimate,C,A
batches,A,C
wrinkled,D,B
mammoth,C,A
plump,D,A
rinse,D,B
gladiator,B,B
intuitive,B,C
repeat,C,B
cleaning,C,A
cine,B,C
city,D,B
plugs,C,B
laveen,B,E
rings,C,A
faithful,C,A
confection,D,B
fancier,B,B
dancefloor,D,B
right,C,B
ensured,C,B
ensures,B,A
aussie,D,A
tarte,D,C
elianas,A,A
tarts,C,A
girlie,D,A
stocked,C,B
sangiovese,C,C
freezing,C,A
september,C,B
guitar,C,A
scanned,D,B
scanner,C,D
mounted,C,B
bottle,C,B
lavash,B,B
estate,C,B
becuase,C,A
hustle,D,B
bottom,C,B
vest,D,A
vets,B,B
vera,C,C
community,C,B
very,B,A
slammed,C,C
beauties,A,C
vent,C,C
vaguely,A,C
vein,D,C
tasks,D,E
perusing,D,B
vege,B,A
tamales,C,B
lychee,C,B
vegi,B,D
taste,C,A
taiwanese,B,D
tasty,B,A
veal,B,B
herbs,D,B
alltime,B,C
herei,C,B
protection,D,B
heres,D,B
tater,C,B
wacky,D,B
weekthe,C,A
freshman,C,A
galleries,D,C
partly,C,B
panasian,B,C
strikes,D,B
michelle,D,B
sunnyslope,A,C
drinki,C,B
drinks,B,B
michelin,D,B
mothers,C,A
announce,D,A
amounts,C,B
scampi,B,B
sketchy,B,B
henry,C,A
downstairs,C,B
partys,A,C
henna,D,E
kabob,C,A
concentrate,D,B
incarnation,A,E
purpose,C,B
elitist,A,E
forgettable,C,B
footlong,D,D
austin,D,B
walkway,C,A
australia,C,B
cest,A,A
cert,B,C
warriors,C,C
cleaners,C,A
cleanest,B,A
recreate,B,B
restaurantwe,C,C
cell,D,B
conflict,B,A
winebeer,C,B
corrected,C,A
cent,B,A
boarding,C,B
vortex,A,A
customersi,D,A
initial,C,A
possibilities,D,A
scaled,D,C
shells,B,A
scales,D,C
correctly,C,B
tainted,D,A
canceled,C,B
seamlessly,B,B
participated,D,C
florida,B,B
dawg,A,D
dawn,C,B
revolver,B,C
dayi,D,B
days,C,B
mislead,B,B
completely,C,B
hillside,B,B
mayonnaise,D,C
headache,C,B
dbag,C,B
testosterone,D,A
faves,C,A
moscato,D,B
oakville,A,C
mailer,B,A
florist,C,B
favor,C,B
mailed,B,B
nuked,B,D
agreed,C,B
agrees,B,A
ridge,B,B
chrissy,A,A
garnered,E,B
steakhouses,C,B
nasty,C,B
demands,D,B
rider,B,D
rides,C,A
gelatinous,C,C
tuesdays,C,A
educated,C,B
earlier,C,B
considerate,B,D
hardcore,D,C
recognized,C,C
smaller,C,B
diligent,B,B
recognizes,B,A
ricos,B,B
ridden,A,B
welllit,D,B
parrot,D,D
fault,C,B
dcor,D,B
putting,C,B
rices,C,E
ricei,D,C
dealership,B,A
santan,B,B
merely,D,A
rican,B,B
destinations,C,E
promoting,C,B
billy,D,C
goodthis,B,B
project,C,B
bills,D,B
goodthey,C,C
promotion,B,B
imagined,D,C
void,D,B
mopping,C,A
whistles,B,A
pupusas,D,B
vote,C,B
nummy,B,A
reorder,B,A
bleachers,D,B
mainly,B,A
dumpster,D,A
manchego,A,C
vous,B,D
casitas,C,C
fatty,C,B
bugging,C,A
storage,D,A
blackened,B,B
deem,A,D
deep,C,B
deer,C,C
illegally,D,D
riders,C,B
deco,C,B
jewels,C,A
deck,C,B
debt,A,C
dear,A,B
deal,C,B
dean,D,A
delmonico,C,A
dead,C,B
deaf,C,C
enforce,D,E
demo,D,E
dell,C,C
boutiques,A,B
passable,C,A
demi,A,E
completes,D,A
deli,C,B
completed,B,A
bikes,C,B
biker,D,A
agony,D,A
desk,B,A
chestnut,D,D
wickenburg,B,A
dept,B,B
deny,A,B
dent,C,A
midnight,D,B
fasti,B,C
consideration,C,B
turnaround,C,E
ultrasound,B,A
indicating,C,B
indication,C,B
samosas,C,C
pretending,C,A
report,C,B
fourth,D,B
literally,C,B
forming,A,E
pinching,D,A
preview,D,E
splurged,D,C
farro,A,E
placethey,B,C
farts,D,B
fargo,C,D
fares,C,C
nuong,B,D
indicative,C,B
buddhas,C,E
farms,D,C
walkways,C,B
laughs,D,D
carving,C,A
horrible,B,A
horribly,C,A
occurrence,B,A
placethis,B,B
desserts,C,B
desserti,D,E
patiently,D,C
freshthe,B,D
issues,C,A
believe,C,B
seaweed,C,B
playground,C,B
blizzards,D,A
breakfast,B,A
unprofessional,B,D
bounty,D,B
exudes,D,E
agree,B,A
betterwe,D,E
squat,A,C
squaw,D,B
coffee,C,B
animal,C,A
squad,D,C
operations,D,C
heather,D,B
desert,C,B
celebrated,C,A
cattle,D,A
shampoos,D,C
glanced,A,C
glances,A,C
squid,B,C
bounce,D,A
bouncy,A,B
bounds,D,C
dazzle,C,E
capicola,C,A
overpowering,B,A
circling,D,B
aguas,C,A
plentiful,B,B
download,B,D
loyalty,B,A
abnormally,B,A
spaetzle,D,C
bothered,C,B
attitudes,C,A
injured,C,B
kaiser,C,A
dads,D,B
fatburger,C,B
proverbial,A,B
future,C,B
daal,A,E
condensed,C,B
parlor,D,A
joanns,B,A
seemed,C,B
notches,C,D
heaters,B,B
dave,B,A
chatter,B,B
data,C,D
date,C,B
dash,D,A
chatted,D,B
dart,D,C
darn,C,A
dark,C,B
dare,D,C
illusion,D,B
investing,D,E
dane,C,C
dang,C,A
dana,B,D
dank,A,B
damp,D,B
rewards,B,A
damn,D,B
buddies,C,A
ratings,B,A
wilted,C,B
maison,A,B
dale,C,B
speaker,C,B
dedicated,C,C
hiccups,D,A
hallways,C,C
bouche,E,C
meandering,A,C
scrape,C,A
humidor,B,A
scraps,B,A
willow,D,A
renamed,D,B
bison,B,D
nothings,D,D
expertise,B,A
fancy,C,B
rattlesnake,C,B
disturb,A,B
maitre,D,D
freak,D,B
willie,A,B
offended,C,C
treadmill,C,A
doubtful,C,C
waxed,B,A
revisiting,C,E
freds,E,B
clears,C,E
freei,C,E
shriveled,C,A
cleans,C,C
looked,C,B
naked,D,B
cleani,C,D
movements,D,C
doggie,D,B
considering,C,A
sanity,D,A
maestros,B,D
kobalt,E,A
personally,B,B
birth,D,B
buffets,C,B
buffett,B,D
gracious,C,A
nonfat,D,C
pungent,D,A
lowering,D,E
parked,D,B
stormed,D,A
naive,C,E
elderly,C,B
sprays,C,A
turnover,B,A
agent,C,A
sprawl,D,C
tzatziki,B,A
hashbrowns,C,A
birds,C,B
meatthe,B,E
famed,D,D
blondes,A,C
horrific,D,C
samplings,D,C
rhyme,A,B
falls,C,B
capriottis,C,C
werent,C,B
service,B,A
serenity,D,C
false,D,D
teller,C,B
prevent,C,C
ceremony,C,C
nails,B,A
agreeing,D,C
spontaneous,A,A
displeasure,A,E
crescent,C,C
precise,B,A
raspberries,D,C
destroying,C,B
serving,C,B
patience,D,B
vibrant,D,C
lotions,D,C
mistakenly,C,D
snicker,D,A
smoothly,C,A
unfortunately,C,B
pecans,D,B
coffin,A,C
smoothie,C,A
paring,C,C
grinder,C,B
smoother,C,A
bitty,D,A
stories,D,A
seafood,C,B
yogurtini,B,B
instructors,B,A
independently,D,C
seeing,C,B
strictly,C,B
discerning,D,B
bites,C,B
oversight,B,E
bitei,C,B
patients,B,A
formations,A,A
wayne,B,C
bitch,A,B
scream,D,B
chargrilled,C,A
ethics,D,D
dragons,D,A
nonsushi,B,C
powdered,D,B
lookin,A,B
kitchenette,B,A
merlot,A,A
lifestyle,D,A
forthcoming,C,A
chlorine,C,A
praise,D,B
occasions,B,B
freshener,C,B
lauren,D,A
obriens,B,D
scarfing,C,A
typical,B,A
centered,B,C
guadalupe,C,C
fresh,C,A
rightly,A,B
wayyy,B,A
bought,C,B
looong,B,A
execute,C,B
watch,C,A
often,B,A
fridays,C,B
slathered,D,B
reddish,A,A
diabetic,C,B
waiver,D,A
diabetes,D,A
riding,D,A
water,C,B
faith,D,A
waived,C,D
ofthe,C,D
guides,C,D
guided,C,D
spread,C,B
faint,D,B
filtered,C,A
oxtail,B,B
fails,B,B
buffalo,C,A
hemmed,C,E
fairy,D,C
fairs,D,A
faire,C,B
binge,A,A
bingo,C,A
airways,C,C
tacky,D,C
guidos,C,A
housekeeping,B,D
tacos,B,A
nanny,D,A
mightve,D,B
suitcase,D,A
parent,C,A
offputting,B,A
locations,B,A
locationi,C,C
completion,D,A
merits,A,A
completing,C,D
curl,D,B
curb,C,B
cure,C,C
curd,A,B
curt,C,A
measured,A,B
measures,B,B
cute,C,B
cuts,C,B
nanas,C,D
stumbling,A,B
botched,D,B
nancy,C,A
wasnt,C,B
cult,C,A
huckleberry,C,C
waitedand,D,B
walkers,C,C
commercials,C,B
cuon,C,B
cups,C,A
sewing,B,A
waste,B,A
pampered,B,B
hideous,C,A
table,C,B
cube,C,B
cuba,D,A
cubs,C,A
starbucks,B,A
aging,D,C
admittedly,D,B
predinner,C,C
waves,D,B
landscaped,C,D
waved,D,D
names,D,B
named,D,B
pardon,A,A
waiter,B,B
diversity,C,C
scooped,C,C
waited,C,B
marinated,C,B
argument,D,C
oreganos,B,B
english,C,B
tijuana,B,A
sprouts,C,B
curtain,B,B
transplanted,B,C
petting,B,A
firstly,B,A
napoleon,C,C
legendary,D,B
reporting,A,E
upload,C,E
tagged,C,A
fraud,D,B
regency,B,A
section,C,B
taggia,D,C
frank,C,B
connections,B,A
whitney,A,B
lorraine,B,A
frame,C,A
avocado,C,B
intentional,D,A
launch,D,B
jewish,D,A
looove,C,A
friendlythe,B,A
consultant,B,C
rectify,D,C
fathers,C,A
firepits,B,D
spanish,D,C
boys,C,B
pretzels,C,B
accosted,D,C
braved,A,C
creatively,B,A
instrument,B,A
hubby,B,B
fourstar,A,C
bosses,D,E
throat,D,B
blinding,C,B
tortellini,B,B
requiring,C,B
gruff,D,A
foodnot,C,C
wrestling,C,A
whirlpool,C,B
wait,C,B
boar,C,B
piqued,E,C
convention,C,B
boca,C,C
wage,D,A
bock,D,C
boba,B,B
boat,C,A
bobs,C,B
body,D,A
popeyes,C,C
receptive,B,C
walk,C,B
wall,C,B
enhance,D,B
bogo,B,A
wake,D,B
singers,C,B
culinary,D,B
chuckled,E,A
wade,A,C
ultra,C,B
reception,B,A
baristas,B,B
wayi,D,D
friesi,A,A
turning,D,B
ways,D,B
born,C,B
bore,D,A
bosa,C,B
boss,C,B
both,C,B
smokehouse,C,D
bout,C,A
bowl,C,B
bows,C,D
discovering,D,A
citrus,D,C
pretzel,C,B
boil,D,A
ware,D,C
flattened,A,C
boston,D,B
outthe,D,B
want,C,B
bolt,C,C
bold,C,B
thrown,C,A
throws,C,A
bomb,B,A
wave,D,A
taqueria,C,A
friend,C,B
warn,C,A
warm,C,B
wars,C,B
warp,C,A
bond,A,B
wary,B,A
bone,C,B
wash,C,A
boot,C,A
wasi,D,A
boob,D,B
book,C,B
boom,C,A
booo,C,A
boop,D,D
intelligence,A,D
opening,D,C
refrain,A,E
component,D,B
friday,C,B
activity,D,B
viewed,C,C
tracks,C,A
pediatric,B,A
laterthe,C,B
bmws,B,D
dinner,C,B
aromatherapy,D,B
organizing,A,C
weds,B,B
substantially,C,C
weed,D,B
cyprus,B,D
week,B,A
weak,B,A
wear,C,B
balloons,C,D
coastal,D,B
tossed,D,C
coaster,A,B
traded,A,D
trades,D,D
trader,C,B
fridge,C,B
college,C,B
pricethe,B,D
depends,B,A
prescott,B,A
collect,D,B
members,C,B
cliff,D,C
fastest,B,B
fricken,A,A
gradually,D,C
click,D,C
versatile,C,B
homework,B,C
blur,C,C
onsite,B,B
blvd,B,C
blue,C,B
sonora,D,B
climb,D,B
voluntarily,A,C
amount,C,B
drained,D,C
jewelers,D,C
jewelery,A,E
ladder,C,D
frickin,C,C
unsuspecting,D,E
spilled,D,B
producing,A,C
clips,C,A
repertoire,A,B
strategy,D,A
gadgets,B,B
whiteys,B,C
clarendon,A,B
gringos,C,A
brazil,C,E
predict,D,A
settings,B,B
untouched,D,B
sonoma,D,B
distractions,D,A
creativity,C,B
wellcooked,C,B
blah,C,B
relevant,D,B
arizonai,B,A
bleu,C,B
blew,C,B
arizonan,D,A
arizonas,D,E
bleh,B,A
remodel,B,B
overzealous,C,C
unusual,B,B
turnoff,C,C
flipflops,D,B
welland,C,C
singing,D,B
ambience,B,A
highschool,C,A
orderthe,C,B
wrought,D,B
blog,C,A
landing,B,B
blow,D,B
flavorings,D,B
blob,C,A
caviar,A,C
pmthe,B,E
clone,A,C
restuarants,B,A
close,B,A
smorgasbord,D,C
exhausting,B,B
armadillo,B,A
england,D,B
sitting,C,B
clock,D,B
slipped,D,B
retrospect,A,A
explosive,C,C
tryst,D,B
explosion,C,C
crinkle,D,D
frescas,B,A
firebirds,B,B
clove,D,B
carpeting,D,A
clown,D,B
cloth,D,B
showcasing,C,B
pockets,D,B
cloud,D,C
answers,B,A
santisi,D,C
miniscule,D,B
dancing,D,B
bechamel,D,B
opener,B,D
opened,C,B
bite,D,B
bird,C,B
bink,B,B
bing,A,D
bins,C,A
flames,C,C
inspected,B,A
bill,C,B
bind,B,A
rotation,C,B
refresh,C,D
openly,D,B
rotating,C,B
concluded,D,A
bits,D,B
actively,D,C
drenched,D,B
caribbean,C,A
floors,D,B
cavity,C,B
debated,D,C
earplugs,B,A
measurements,B,D
detergent,C,A
cactus,C,B
debbie,C,D
reassuring,B,B
inspector,B,A
browsing,D,B
endured,C,B
debate,A,B
whitefish,C,A
careful,C,A
captured,B,A
ahead,C,B
ladies,D,B
collins,C,E
foodits,C,D
foodive,D,B
conferences,B,E
breaking,D,B
wonderland,D,A
acidic,D,A
bias,C,A
yogurtology,B,A
awesomei,C,B
supposedly,D,A
instantly,D,B
inhaling,C,D
tattooed,D,D
tshirts,D,B
foodies,D,B
flakey,B,C
bike,C,B
flakes,C,B
biet,D,C
winery,B,A
properties,C,A
origin,D,A
clientele,C,B
situated,D,B
farmers,D,C
trapped,D,A
sloppily,B,B
oggie,B,A
oggis,B,A
amateur,C,A
category,C,B
specializing,D,E
carumba,C,C
cursing,A,E
tbone,C,A
itemsi,B,B
dancers,D,B
oklahoma,D,A
compadres,D,A
newsletter,D,C
teacher,C,B
teaches,B,C
vitamins,C,A
servicing,B,B
flores,C,E
hubbie,B,E
opposed,C,B
crying,C,B
brunette,B,A
floral,C,C
kosher,C,A
smashburger,B,A
lemoncello,C,A
armitage,C,E
advertise,C,C
soooooooo,B,C
embrace,A,B
floppy,C,A
geeks,C,C
unusually,B,A
hotdogs,B,A
sammiches,D,B
bellinis,B,C
document,C,E
tempting,C,C
glamorous,A,B
minority,D,B
recycling,A,C
wine,C,B
wind,D,B
wing,C,B
wink,D,A
wins,C,B
dusting,A,A
wipe,C,A
wish,B,A
wise,C,B
elsethe,B,D
wire,D,B
window,C,B
koobideh,C,B
milwaukee,B,D
with,C,B
shorted,C,D
shorter,C,B
caveat,D,C
refried,C,B
neither,C,B
shortly,C,B
inclined,B,A
bets,D,B
mixers,C,C
bevy,B,B
vienna,C,B
drizzle,D,B
tenant,B,A
became,D,B
titled,D,C
titles,C,C
beth,D,A
best,B,A
bend,C,B
bene,B,A
bell,C,B
belt,C,B
bent,C,B
frills,C,B
staggering,D,A
outlet,C,B
beef,C,A
been,B,A
beet,C,A
bees,C,A
beer,B,B
salumi,D,C
beds,B,A
diners,C,C
begs,A,C
jackpot,D,E
sonics,B,E
bear,D,A
beat,B,A
beau,B,D
bean,C,B
bead,B,B
beam,C,B
comical,D,C
thrive,D,B
aweful,C,A
dinein,C,B
blowout,D,E
thrill,D,C
fletchers,C,D
hubbys,B,B
macaroons,C,D
running,C,B
helpful,B,A
thrift,D,C
greasewood,D,C
rudest,C,C
excuse,D,B
rudely,C,C
drizzled,D,B
hardened,C,D
mieles,B,D
maiden,C,D
relying,B,A
dayold,B,A
helping,C,A
muchthe,D,C
salted,C,A
flavored,C,B
flexibility,C,C
bday,B,A
deserving,D,B
tended,B,D
tender,C,B
bcbg,C,D
nonprofit,D,B
protocol,C,D
attire,D,C
replenished,C,D
roulette,C,A
personable,B,A
frisat,C,A
counterpart,D,E
unacceptable,C,A
bbqs,B,D
warranted,C,D
dinged,B,D
portrait,B,A
thoroughly,B,A
slipping,C,A
salsas,C,B
waking,A,B
jackson,D,A
cheaper,B,A
latenight,C,C
admitted,C,B
cheaply,D,B
adored,A,A
adores,C,C
gladly,D,B
weis,B,A
weil,C,C
christ,D,A
well,C,B
went,B,A
carriers,D,D
tendon,C,A
foodthe,C,B
were,C,B
chutneys,D,A
west,C,B
weve,B,A
barr,C,E
barn,C,B
bark,D,D
bari,D,C
barf,A,A
bare,C,B
wide,C,B
wich,C,C
bats,A,B
bath,C,A
bars,C,B
freshly,C,B
bass,C,C
sapporo,B,B
base,C,B
bash,D,A
bask,D,C
morsels,A,B
band,C,B
bank,D,A
bang,C,A
banh,C,C
discounts,B,A
complementary,B,B
resturant,C,A
fresher,B,A
substitution,C,E
wimp,B,A
wild,C,B
substituting,C,D
will,C,A
clubs,C,A
wigs,C,A
wifi,B,B
wife,B,A
overpriced,B,B
nordstrom,D,B
baba,D,C
babe,D,D
baby,D,B
back,B,A
bada,C,C
whos,D,B
whoo,C,A
whod,A,E
whoa,D,B
whom,C,B
pirate,D,A
ihops,B,A
corporation,C,C
bahn,C,D
baiz,A,E
baja,B,B
bait,D,B
bail,C,E
bake,C,A
ball,C,B
bald,D,B
badi,C,B
fearing,D,B
pressure,B,A
bags,D,B
threat,A,C
thread,D,B
perpetually,D,B
outback,B,A
what,C,B
dining,C,B
whim,B,A
whip,D,B
aesthetician,B,D
collars,C,C
midwestern,C,A
collard,D,C
whiz,B,D
booster,B,C
genuinely,C,B
when,C,B
scrubbing,B,A
runners,D,A
silver,A,B
whew,A,A
whet,C,C
whey,B,C
cordial,B,B
weeknights,C,B
scantily,D,A
banoffee,C,C
flowed,C,A
flower,D,B
yoshis,C,D
belonged,C,D
privately,C,C
crabcakes,D,E
cage,D,B
cafe,C,B
accordingly,C,C
biggest,C,B
trashy,B,B
cabs,D,B
cabo,B,B
preferred,C,A
seminar,B,A
pastys,B,A
planted,D,B
assured,C,B
westin,B,A
simpler,D,B
wrap,C,B
pastel,D,A
cave,C,B
practicing,D,C
sopapillas,B,A
bearnaise,C,C
carb,D,B
carl,B,B
cars,C,A
care,C,A
card,C,B
casa,B,A
cart,C,A
cast,D,C
cash,C,B
case,D,B
cask,B,C
cats,C,C
cane,C,C
camp,B,B
confusion,D,B
thousands,D,A
cans,C,A
cant,C,B
cape,D,B
pastor,C,A
caps,D,C
cake,C,B
calm,C,C
call,C,B
cali,B,B
waaay,C,A
came,C,B
pastry,D,B
slippers,D,B
turnip,D,C
slippery,A,C
dinnertime,D,B
omelette,C,B
barista,C,B
voila,D,B
confusing,C,B
enough,C,B
tagliatelle,B,C
deprived,D,B
coincidentally,D,C
fashions,C,C
fluorescent,D,C
daythe,C,B
pastas,C,B
displaying,C,C
pitiful,C,D
stupidly,C,A
passed,D,B
passes,C,B
points,C,B
pointi,A,E
pointe,C,A
tatum,B,B
luxurious,C,B
dearly,B,D
model,D,B
whoever,C,C
whisper,D,C
wellkept,C,C
respective,A,D
overweight,D,B
turned,C,B
voice,A,B
throughly,B,A
graphics,B,B
spoke,C,B
oneofakind,C,B
wrights,D,A
bathrooms,C,A
wanting,C,B
neiman,A,C
argentina,D,A
spoil,C,B
volvo,B,C
argentine,B,B
frites,D,B
spots,C,B
spoti,C,D
spoon,D,B
meateaters,B,C
wtih,D,C
validation,C,C
colorado,C,A
sport,C,A
wthe,C,A
fritos,A,D
referred,C,A
mocha,C,A
mochi,C,A
travis,C,A
syndrome,C,A
taxes,C,A
travel,B,B
hurry,B,A
lavosh,B,A
samosa,B,C
footing,D,D
sharing,D,B
hurts,C,B
eitheri,C,B
scallop,D,B
cilantro,C,B
wuss,A,C
eyeing,D,A
platinum,C,B
seeming,A,C
eliminated,A,A
restraint,C,A
sample,C,B
bother,C,B
commercial,D,B
windsor,D,D
shipped,C,A
disinterested,C,C
negatives,C,A
glance,D,B
referral,B,A
buckwheat,D,B
resolved,C,D
multigrain,C,B
apparel,A,B
trini,B,D
busboys,B,D
trips,C,B
tripe,D,B
drippy,D,D
toothis,C,B
sneakers,A,B
bacteria,A,B
toothey,B,C
prepared,C,B
prepares,C,A
ballpark,B,A
banquet,C,A
trick,C,B
trial,D,A
tribe,A,C
mixins,C,A
mixing,C,C
tried,B,A
lavish,D,B
tries,C,B
kalbi,B,A
childcare,B,A
guitarist,C,C
disneyland,D,B
almost,C,B
lonely,D,C
almond,D,B
decentsized,A,E
snacked,C,C
styled,B,C
styles,C,B
vertical,D,B
sammie,A,C
kalua,B,C
spoiled,C,B
microbrew,B,B
shudder,D,A
giardiniera,D,D
brains,D,B
yorker,B,A
oranges,D,B
amazement,D,A
division,C,A
woah,D,D
stained,C,B
espresso,C,C
trance,C,B
remotely,D,B
driven,C,B
driver,C,A
drives,C,B
wood,D,B
woos,B,D
woot,C,B
wool,C,B
london,D,C
wont,C,A
wong,D,C
digital,C,A
appliance,B,D
woke,C,B
whistle,D,C
wolf,D,A
wowi,C,C
wowd,B,B
exhausted,D,C
vomit,D,C
tranny,E,A
watereddown,C,A
work,C,A
worm,D,B
worn,D,A
word,D,B
wore,C,A
wout,E,A
cruising,D,A
mansion,A,A
byob,C,B
hunan,B,D
thanked,D,B
planned,C,B
planner,C,D
brocolli,D,B
debacle,D,D
jogging,B,A
excellenti,B,A
receipts,D,C
request,C,B
letdown,C,C
scrambling,A,E
contents,C,B
alexander,D,C
penzeys,D,E
hunks,A,A
kraft,C,A
kraut,B,C
excellence,C,C
roaring,D,C
porchetta,B,A
invite,A,C
shawerma,D,C
explained,C,B
seasonings,C,B
midway,C,C
disappoint,B,A
punishment,D,A
wyknot,A,C
citizens,D,B
brakes,B,D
colorful,D,C
inability,D,D
sexual,A,C
human,A,B
grassroots,B,E
humor,C,B
trend,D,C
windows,D,B
assumed,C,B
chrome,B,C
sprig,B,D
wrigley,D,C
accompaniments,D,C
spree,D,B
turtle,B,A
humid,C,C
reserve,D,C
trees,C,B
spray,C,A
humus,B,A
takamatsu,B,C
baconwrapped,C,B
sneaking,D,B
tread,B,D
treat,C,B
truck,C,B
legend,D,B
midrange,B,B
branch,C,A
allergy,D,B
uncovered,C,D
brandy,C,C
brands,C,C
suggestions,C,A
leftover,D,A
truly,C,B
trump,C,D
philosophy,D,A
trunk,C,A
hearted,C,C
hulas,C,B
poivre,B,A
truth,D,B
trust,C,B
become,C,B
