% Title: Dictionary database. 
% Source: Yelp.com Data. 
% Authors: Manikanta Talanki & Kaushik Sirineni. 

@RELATION dictionary2 
@ATTRIBUTE usefulnessPercent NUMERIC

@ATTRIBUTE cluesterClass {A,B,C,D,E}

@DATA 
5.263158,A
24.657534,C
-8.333333,D
21.72619,B
9.221902,A
24.632353,C
9.859155,A
14.914803,B
39.02439,E
18.954248,B
12.1764145,A
12.5,A
21.081081,B
22.5,C
15.011038,B
22.962963,C
17.391304,B
13.888889,B
22.222221,C
25.0,C
7.3469386,A
1.9607843,A
25.531916,C
15.929204,B
13.321776,B
14.47178,B
1.5384616,A
11.556446,A
-4.0816326,D
36.0,C
1.3888888,D
10.9375,A
13.157895,B
9.473684,A
9.67742,A
8.457711,A
16.216217,B
25.609756,C
17.615658,B
1.9607843,A
0.0,D
12.64045,A
19.52,B
12.962963,B
27.2,C
17.416132,B
13.50211,B
13.888889,B
9.090909,A
7.8431373,A
12.987013,B
38.70968,E
14.285714,B
12.958435,B
9.302325,A
22.727272,C
17.391304,B
15.292553,B
0.9823183,D
36.48649,C
12.534819,A
5.5555553,A
23.728813,C
14.285714,B
20.0,B
-3.125,D
27.192982,C
10.714286,A
36.144577,C
21.02564,B
23.762377,C
-1.3595166,D
22.580645,C
17.073172,B
21.23077,B
18.21192,B
10.9375,A
26.363636,C
26.475039,C
16.847826,B
16.108124,B
-5.0,D
26.5625,C
13.793103,B
19.23077,B
15.893108,B
4.0,A
11.428572,A
15.384615,B
8.823529,A
22.953217,C
14.285714,B
27.450981,C
9.061697,A
21.333334,B
-8.433735,D
8.527132,A
-18.421053,D
21.212122,B
-5.714286,D
14.6875,B
35.135136,C
36.78161,C
18.898623,B
13.182286,B
-2.9411764,D
16.949152,B
20.155039,B
16.339455,B
22.666666,C
13.461538,B
26.470589,C
15.503876,B
14.1439905,B
21.428572,B
4.7619047,A
22.580645,C
10.256411,A
17.54386,B
12.5,A
27.678572,C
26.829268,C
19.422152,B
29.323309,C
7.4074073,A
14.351851,B
19.444445,B
12.635007,A
121.73913,E
16.687346,B
30.851065,C
38.636364,E
12.703583,B
17.178503,B
38.235294,E
24.242424,C
17.712177,B
23.117804,C
25.925926,C
27.5,C
17.322834,B
18.157894,B
20.895523,B
17.647058,B
3.6144578,A
14.855421,B
2.9850745,A
14.497487,B
23.054754,C
26.153847,C
27.642277,C
17.647058,B
7.352941,A
20.555555,B
10.526316,A
22.198732,B
11.111111,A
-4.83871,D
20.116055,B
30.0,C
5.882353,A
20.512821,B
21.568628,B
0.0,D
16.935484,B
32.58427,C
23.966942,C
19.35484,B
9.375,A
17.391304,B
5.1282053,A
-7.6923075,D
15.828958,B
32.110092,C
26.470589,C
4.5454545,A
25.806452,C
21.582733,B
16.216217,B
-24.0,D
11.304348,A
23.939394,C
28.333334,C
11.904762,A
14.705882,B
-2.7777777,D
16.915422,B
12.681912,A
27.142857,C
15.789474,B
5.1282053,A
9.375,A
21.428572,B
16.666666,B
24.444445,C
18.630753,B
10.231924,A
29.87013,C
18.286573,B
14.705882,B
52.564102,E
10.546659,A
10.843373,A
18.181818,B
15.151515,B
19.565218,B
15.131017,B
21.428572,B
12.0,A
6.451613,A
25.233644,C
5.1282053,A
5.3435116,A
7.894737,A
13.13364,B
32.55814,C
12.682927,A
20.0,B
5.8679705,A
13.861386,B
-2.631579,D
17.75701,B
20.019135,B
16.129032,B
16.525423,B
12.280702,A
15.028902,B
15.710616,B
9.259259,A
18.93204,B
31.25,C
19.51399,B
9.78986,A
23.20917,C
26.829268,C
22.772278,C
35.454544,C
26.923077,C
37.5,E
21.084337,B
3.125,A
16.517857,B
17.435898,B
-9.523809,D
12.425632,A
-2.247191,D
11.721632,A
17.152658,B
21.67939,B
35.772358,C
18.598383,B
17.460318,B
19.98685,B
18.384401,B
18.032787,B
5.4545455,A
12.280702,A
23.448277,C
19.09091,B
31.25,C
14.830508,B
18.27957,B
27.536232,C
15.555555,B
13.738906,B
19.047619,B
11.648746,A
8.955224,A
13.461538,B
14.5161295,B
13.866667,B
12.195122,A
17.166666,B
29.72973,C
50.0,E
11.746988,A
19.626167,B
50.0,E
12.8630705,B
37.2549,E
14.173228,B
-1.1363636,D
20.627802,B
6.1538463,A
21.052631,B
8.823529,A
31.25,C
27.272728,C
12.341772,A
7.826087,A
18.69159,B
32.55814,C
19.7411,B
7.5,A
21.875,B
7.984791,A
7.964602,A
20.502092,B
12.5,A
9.375,A
11.129568,A
1.7857143,A
28.571428,C
11.989796,A
23.529411,C
13.66279,B
1.5873016,A
19.25926,B
15.555555,B
23.529411,C
12.94964,B
-4.4444447,D
15.0,B
23.913044,C
16.32653,B
13.523508,B
19.512196,B
16.890556,B
14.457831,B
28.054298,C
20.37037,B
13.725491,B
9.756098,A
7.5907593,A
16.32653,B
22.580645,C
10.0,A
20.982143,B
18.037384,B
14.893617,B
-5.5555553,D
16.024187,B
5.970149,A
19.056261,B
3.2258065,A
21.052631,B
18.390804,B
13.024086,B
13.235294,B
0.0,D
2.7568922,A
23.076923,C
9.486166,A
16.425121,B
18.359621,B
0.0,D
27.027027,C
26.639345,C
13.562524,B
13.636364,B
3.2786884,A
16.883118,B
18.309858,B
16.455696,B
-2.9411764,D
15.597668,B
16.666666,B
16.348774,B
41.666668,E
32.258064,C
8.206687,A
16.339869,B
9.561753,A
15.384615,B
38.0,E
14.942529,B
28.915663,C
18.75,B
15.240642,B
19.023136,B
23.333334,C
21.16402,B
27.777779,C
21.686747,B
9.090909,A
5.5555553,A
12.94964,B
14.358974,B
3.2258065,A
9.615385,A
15.492958,B
9.934498,A
10.416667,A
34.705883,C
-22.580645,D
23.255814,C
14.683544,B
11.111111,A
9.82659,A
20.8,B
-9.375,D
14.502924,B
23.121387,C
-6.451613,D
18.571428,B
17.857143,B
10.810811,A
19.642857,B
30.952381,C
20.18018,B
13.415806,B
10.606061,A
6.060606,A
18.170425,B
28.571428,C
42.553192,E
40.579712,E
30.30303,C
21.985815,B
9.950249,A
39.534885,E
10.256411,A
15.12425,B
7.6056337,A
13.932981,B
12.068966,A
3.125,A
11.844909,A
0.0,D
6.060606,A
19.634703,B
12.903226,B
3.937008,A
17.353952,B
29.411764,C
14.893617,B
37.894737,E
3.2258065,A
21.138212,B
19.463087,B
22.727272,C
7.964602,A
17.570093,B
16.398714,B
16.730486,B
39.68254,E
6.060606,A
41.26984,E
31.764706,C
71.42857,E
26.984127,C
19.047619,B
-5.479452,D
33.333332,C
-10.169492,D
20.754717,B
43.75,E
23.475609,C
21.11111,B
-1.5625,D
7.2727275,A
9.436133,A
11.418685,A
11.428572,A
15.094339,B
14.223983,B
40.0,E
28.205128,C
-2.9850745,D
8.613729,A
16.592957,B
21.8509,B
19.607843,B
8.823529,A
12.033751,A
-0.27322406,D
18.181818,B
38.88889,E
12.192168,A
38.88889,E
31.11111,C
15.441176,B
15.099586,B
9.851695,A
23.913044,C
27.5,C
20.942408,B
16.628334,B
8.823529,A
9.734513,A
24.390244,C
33.944954,C
23.529411,C
22.682926,C
4.3010755,A
15.0,B
27.083334,C
48.484848,E
2.631579,A
10.964912,A
15.942029,B
9.722222,A
15.840387,B
-2.8169014,D
7.6363635,A
9.67742,A
27.5,C
14.0118,B
7.6530614,A
18.666666,B
2.4390244,A
14.932127,B
15.277778,B
18.367348,B
14.350515,B
37.5,E
21.359222,B
11.923688,A
5.952381,A
13.355918,B
-4.6153846,D
20.597015,B
9.026128,A
18.75,B
-1.9230769,D
16.753927,B
9.016394,A
21.4123,B
23.728813,C
11.732712,A
16.323565,B
28.505747,C
14.285714,B
58.064518,E
34.285713,C
7.7102804,A
-6.25,D
14.0,B
21.818182,B
8.658009,A
21.898527,B
8.955224,A
10.941476,A
16.894978,B
16.666666,B
14.285714,B
15.083798,B
27.505827,C
8.163265,A
26.229507,C
29.62963,C
23.404255,C
8.247422,A
11.538462,A
5.0,A
11.4754095,A
18.181818,B
0.98039216,D
0.0,D
4.7619047,A
13.816494,B
13.0,B
15.094339,B
-4.0816326,D
15.909091,B
12.903226,B
30.813953,C
4.137931,A
25.396826,C
8.474576,A
40.54054,E
16.666666,B
46.153847,E
39.39394,E
12.0,A
23.076923,C
15.387231,B
15.181519,B
-10.638298,D
25.0,C
17.370892,B
12.16,A
8.888889,A
-27.272728,D
2.5,A
16.989796,B
16.393442,B
13.214286,B
0.0,D
8.0,A
22.608696,C
8.421053,A
58.333332,E
18.61111,B
2.3809524,A
39.39394,E
13.223141,B
3.030303,A
9.60452,A
2.4630542,A
24.489796,C
4.6321526,A
11.547912,A
14.593302,B
47.22222,E
0.0,D
22.222221,C
26.119404,C
27.027027,C
20.0,B
16.513762,B
27.0,C
13.910422,B
7.276827,A
25.641026,C
0.5025126,D
13.513514,B
26.106195,C
22.794117,C
2.5658338,A
28.0,C
2.5641026,A
47.540985,E
24.8,C
7.142857,A
23.489933,C
15.625,B
15.097074,B
14.390244,B
23.90244,C
25.252525,C
-11.538462,D
3.6363637,A
10.256411,A
13.402811,B
17.5,B
29.411764,C
5.5319147,A
35.48387,C
13.414634,B
1.9607843,A
10.344828,A
9.192825,A
16.151108,B
14.130435,B
6.3063064,A
27.083334,C
17.4482,B
20.14652,B
17.142857,B
13.249038,B
42.62295,E
18.918919,B
8.682634,A
5.714286,A
27.272728,C
15.330189,B
19.69697,B
8.1081085,A
-4.1666665,D
9.090909,A
24.193548,C
14.814815,B
17.708334,B
11.864407,A
5.7377048,A
4.9079757,A
12.5,A
2.0408163,A
21.016949,B
15.639098,B
17.021276,B
12.612613,A
0.0,D
11.111111,A
11.258438,A
22.5,C
28.571428,C
12.072612,A
15.789474,B
1.9230769,A
13.6352005,B
2.631579,A
15.254237,B
12.30109,A
11.300496,A
18.504902,B
21.022728,B
12.5,A
17.567568,B
8.823529,A
1.5384616,A
10.683761,A
13.630659,B
3.8647344,A
-6.6666665,D
-20.454546,D
0.0,D
-0.6896552,D
13.229252,B
16.062176,B
1.980198,A
17.204302,B
20.746887,B
11.678404,A
39.583332,E
28.846153,C
6.25,A
20.754717,B
12.676056,A
9.433962,A
28.23741,C
25.17321,C
8.1081085,A
0.9852217,D
8.154067,A
9.302325,A
20.512821,B
2.173913,A
7.303371,A
11.111111,A
9.373931,A
22.826086,C
6.976744,A
12.162162,A
-11.764706,D
21.12676,B
17.687075,B
22.522522,C
17.886179,B
12.0,A
16.455696,B
18.333334,B
15.260631,B
15.40404,B
-5.263158,D
19.811321,B
12.765958,B
5.7471266,A
13.39794,B
8.571428,A
32.258064,C
21.428572,B
32.75862,C
17.96875,B
19.642857,B
11.273886,A
7.9365077,A
9.840896,A
14.184397,B
12.087913,A
19.373981,B
19.417477,B
8.064516,A
9.62963,A
6.7369213,A
26.744186,C
16.849817,B
28.846153,C
20.430107,B
0.0,D
1.1904762,D
15.215479,B
18.712275,B
9.090909,A
15.384615,B
24.539877,C
23.469387,C
17.27356,B
17.667845,B
26.605505,C
13.151927,B
15.667312,B
2.4390244,A
19.433962,B
21.582733,B
32.55814,C
5.4545455,A
11.627907,A
24.324324,C
18.705036,B
40.625,E
36.842106,E
4.4444447,A
20.454546,B
8.474576,A
13.05925,B
26.666666,C
18.43318,B
8.974359,A
12.903226,B
9.375,A
1.5625,A
18.598383,B
7.894737,A
20.63492,B
9.836065,A
5.882353,A
10.619469,A
23.255814,C
26.31579,C
4.2253523,A
-7.894737,D
22.232824,C
16.290018,B
21.39673,B
27.083334,C
27.027027,C
10.0,A
3.7735848,A
15.159945,B
33.333332,C
40.909092,E
13.3027525,B
19.35484,B
19.310345,B
21.917809,B
6.818182,A
27.777779,C
2.0408163,A
20.454546,B
12.99549,B
22.033897,B
28.205128,C
15.54878,B
23.68421,C
9.803922,A
25.806452,C
13.115891,B
10.552764,A
21.621622,B
12.21865,A
23.61111,C
22.857143,C
15.571428,B
16.32412,B
16.40625,B
2.7777777,A
12.974684,B
13.793103,B
15.241635,B
6.25,A
29.545454,C
16.014235,B
12.6550865,A
17.948717,B
-1.7391304,D
9.230769,A
12.857142,B
18.091808,B
14.390244,B
2.857143,A
14.122137,B
15.304348,B
13.348716,B
-2.2727273,D
7.94702,A
13.705416,B
0.0,D
9.248555,A
23.679417,C
15.650407,B
2.247191,A
29.166666,C
32.0,C
17.399267,B
15.706806,B
14.630657,B
33.898304,C
17.746479,B
11.328671,A
9.734513,A
9.156194,A
11.504425,A
7.7777777,A
16.862799,B
5.3370786,A
16.31183,B
13.571428,B
2.0408163,A
16.90141,B
7.096774,A
15.768057,B
8.960739,A
11.753732,A
12.676056,A
15.789474,B
14.221958,B
8.02139,A
9.375,A
-15.384615,D
0.0,D
23.100843,C
61.363636,E
12.727273,B
15.845187,B
21.993128,B
36.206898,C
10.30303,A
8.571428,A
21.95122,B
-9.375,D
14.416892,B
20.0,B
30.76923,C
18.181818,B
28.125,C
18.62745,B
0.0,D
11.385781,A
12.434691,A
15.4754505,B
-1.7699115,D
13.888889,B
30.731707,C
21.782179,B
1.3513514,D
0.0,D
19.052746,B
16.403402,B
12.893221,B
0.0,D
7.6712327,A
2.3255813,A
19.25926,B
21.225576,B
35.9375,C
12.727273,B
11.363636,A
35.294117,C
24.7191,C
16.32653,B
30.76923,C
25.581396,C
19.48052,B
23.30097,C
15.728258,B
19.879519,B
19.869707,B
29.032259,C
15.4737015,B
32.258064,C
26.31579,C
37.735847,E
-10.0,D
24.545454,C
53.448277,E
18.571428,B
30.434782,C
5.147059,A
20.0,B
8.421053,A
16.25,B
35.714287,C
20.132013,B
11.165049,A
79.166664,E
11.627907,A
16.666666,B
14.606742,B
13.095238,B
12.5,A
15.047022,B
21.621622,B
15.98891,B
19.48052,B
5.714286,A
19.318182,B
19.721115,B
11.627907,A
37.313435,E
4.195804,A
20.533333,B
33.333332,C
19.041279,B
22.857143,C
19.148935,B
25.0,C
14.791667,B
8.141211,A
4.9180326,A
16.17647,B
18.75,B
12.5,A
15.447154,B
20.642202,B
20.454546,B
3.0769231,A
30.097088,C
40.0,E
23.68421,C
9.375,A
11.27075,A
23.809525,C
20.588236,B
6.779661,A
20.975609,B
16.189867,B
19.004524,B
16.167665,B
6.8965516,A
29.411764,C
13.636364,B
26.486486,C
-2.479339,D
7.017544,A
15.957447,B
18.421053,B
4.9180326,A
16.0,B
15.425532,B
17.391304,B
14.107883,B
23.717949,C
2.5,A
24.489796,C
18.181818,B
17.099373,B
17.647058,B
-12.0,D
17.70094,B
15.191387,B
17.183771,B
21.818182,B
0.0,D
10.059172,A
22.222221,C
3.3333333,A
18.821785,B
6.122449,A
15.890851,B
0.0,D
18.867924,B
16.838488,B
9.67742,A
19.22141,B
22.857143,C
18.88889,B
4.6692605,A
20.424402,B
21.73913,B
32.32323,C
11.111111,A
-24.0,D
5.4054055,A
18.415842,B
0.0,D
13.207547,B
5.6603775,A
13.313609,B
15.909091,B
21.666666,B
9.589041,A
12.558685,A
3.7735848,A
15.803815,B
14.771668,B
45.454544,E
-9.302325,D
16.129032,B
41.935482,E
16.759777,B
11.627907,A
10.084034,A
7.8651686,A
2.4242425,A
21.259842,B
11.678832,A
21.116928,B
-11.111111,D
-1.2987013,D
15.324676,B
16.838488,B
32.92683,C
12.850587,B
17.695473,B
28.846153,C
8.928572,A
9.302325,A
9.756098,A
21.003963,B
21.604939,B
29.208925,C
10.3092785,A
20.588236,B
4.0816326,A
2.9411764,A
12.21374,A
15.665796,B
52.63158,E
28.88889,C
40.625,E
4.0,A
15.625,B
15.702479,B
8.333333,A
8.333333,A
32.65306,C
17.869415,B
28.787878,C
8.571428,A
16.17647,B
41.791046,E
39.02439,E
13.736263,B
15.243902,B
7.5757575,A
25.0,C
4.968944,A
9.892473,A
9.67742,A
37.837837,E
23.904383,C
25.0,C
16.346153,B
4.6153846,A
27.906977,C
7.2,A
6.2146893,A
12.962963,B
23.404255,C
64.70588,E
25.0,C
14.0,B
20.22472,B
24.705883,C
18.55013,B
13.192612,B
14.941022,B
5.681818,A
21.585903,B
10.666667,A
7.8175898,A
10.711194,A
13.745705,B
-13.92405,D
17.741936,B
12.797882,B
15.625,B
-11.111111,D
15.486913,B
-30.30303,D
20.108696,B
22.950819,C
13.461538,B
16.210215,B
17.948717,B
10.160428,A
20.408163,B
25.0,C
19.512196,B
21.052631,B
12.8404665,B
5.5555553,A
19.27711,B
33.333332,C
26.744186,C
8.695652,A
9.832688,A
22.171946,B
9.230769,A
18.456884,B
15.270019,B
19.047619,B
20.192308,B
8.1081085,A
20.789474,B
12.421805,A
12.4484625,A
11.158798,A
7.5757575,A
14.068996,B
32.258064,C
9.768638,A
22.485691,C
26.530613,C
37.313435,E
37.5,E
9.072165,A
9.94695,A
-4.494382,D
13.358779,B
16.981133,B
16.666666,B
22.330097,C
15.0,B
6.521739,A
14.893617,B
43.243244,E
27.173914,C
-26.415094,D
12.962963,B
-2.4691358,D
13.173285,B
6.9578276,A
26.121372,C
25.641026,C
32.92683,C
19.746836,B
25.581396,C
19.487179,B
-7.5,D
-37.5,D
-7.3170733,D
4.7619047,A
9.090909,A
9.700315,A
35.714287,C
12.514484,A
16.628529,B
26.31579,C
11.928934,A
17.021276,B
-1.1235955,D
17.683805,B
-3.030303,D
18.181818,B
-13.636364,D
22.707424,C
-12.962963,D
6.25,A
8.788599,A
4.7619047,A
40.816326,E
10.638298,A
0.0,D
0.0,D
-9.67742,D
12.5,A
11.553785,A
3.3333333,A
14.242728,B
13.131313,B
11.570248,A
10.130571,A
22.857143,C
12.865497,B
20.895523,B
5.7971015,A
30.76923,C
18.411552,B
8.571428,A
30.555555,C
9.722222,A
14.462944,B
10.958941,A
0.0,D
5.882353,A
14.127424,B
14.439918,B
10.0,A
18.17454,B
11.520224,A
37.77778,E
18.978102,B
-10.810811,D
28.735632,C
2.2222223,A
21.192053,B
17.621145,B
30.232557,C
15.789474,B
11.692844,A
16.19519,B
18.333334,B
25.318066,C
14.090909,B
15.011547,B
8.86076,A
22.857143,C
13.0,B
18.791002,B
10.810811,A
10.383747,A
22.48996,C
9.367088,A
17.460318,B
7.8291817,A
11.78344,A
38.666668,E
6.4102564,A
17.362637,B
-2.3255813,D
12.342204,A
10.889292,A
11.320755,A
13.488797,B
11.694747,A
13.111247,B
14.484679,B
24.65374,C
0.0,D
13.978088,B
12.166885,A
30.555555,C
15.933232,B
5.714286,A
37.5,E
17.256638,B
17.592592,B
3.508772,A
3.125,A
30.952381,C
-1.25,D
39.56044,E
14.0221405,B
14.444445,B
40.47619,E
6.855792,A
17.530695,B
14.606742,B
19.047619,B
17.142857,B
5.270864,A
17.676056,B
22.222221,C
16.346153,B
13.513514,B
5.839416,A
14.053046,B
19.539997,B
11.52648,A
14.6964855,B
-12.307693,D
30.508474,C
11.0236225,A
23.595505,C
-12.38938,D
27.419355,C
16.559486,B
15.175637,B
6.6666665,A
12.571428,A
20.600859,B
6.5789475,A
32.258064,C
27.272728,C
17.532467,B
18.518518,B
1.7857143,A
30.30303,C
2.7027028,A
20.76923,B
0.0,D
-2.857143,D
30.76923,C
70.454544,E
15.238095,B
19.48052,B
23.809525,C
14.533762,B
15.231788,B
16.27907,B
16.129032,B
11.764706,A
4.0816326,A
4.6511626,A
17.460318,B
16.697248,B
9.950249,A
15.068493,B
16.062414,B
2.0408163,A
14.715719,B
25.842697,C
8.86076,A
25.641026,C
19.736841,B
21.621622,B
9.304029,A
12.608255,A
16.402569,B
9.125475,A
10.855566,A
25.429554,C
19.859344,B
19.627542,B
33.73494,C
24.069479,C
23.5,C
16.393442,B
19.155844,B
4.9469967,A
12.464589,A
13.498396,B
17.5,B
8.158508,A
29.37063,C
15.797641,B
22.44898,C
13.073761,B
14.745308,B
6.185567,A
14.48512,B
17.391304,B
14.285714,B
33.333332,C
27.192982,C
13.043478,B
16.438356,B
17.5,B
17.391304,B
16.568914,B
15.31191,B
22.857143,C
17.073172,B
29.6875,C
31.707317,C
35.714287,C
21.64179,B
20.930233,B
30.0,C
-7.5471697,D
1.8181819,A
20.467836,B
16.158537,B
13.789107,B
41.17647,E
9.523809,A
15.294118,B
13.259668,B
-3.5714285,D
18.02469,B
24.503311,C
26.31579,C
34.920635,C
-1.4084507,D
13.75,B
15.959162,B
22.010399,B
11.111111,A
17.647058,B
13.026052,B
19.48052,B
8.333333,A
12.163617,A
18.401682,B
32.22222,C
5.882353,A
18.32061,B
34.210526,C
21.212122,B
14.932127,B
13.210227,B
-9.090909,D
17.941952,B
36.363636,C
35.294117,C
32.258064,C
4.6632123,A
9.337349,A
1.4285715,A
0.0,D
4.5356374,A
9.347181,A
9.163346,A
10.810811,A
11.111111,A
7.9268293,A
16.614664,B
10.348071,A
9.615385,A
36.065575,C
0.0,D
18.83746,B
14.204545,B
20.833334,B
21.041214,B
17.610064,B
29.72973,C
11.3924055,A
21.83908,B
28.35821,C
10.869565,A
5.0,A
14.575812,B
15.648855,B
13.813814,B
-1.4234875,D
6.3157897,A
26.595745,C
11.494253,A
16.253443,B
12.643678,A
21.621622,B
-7.6923075,D
15.929204,B
13.768116,B
-16.666666,D
-5.263158,D
18.918919,B
19.148935,B
0.0,D
16.071428,B
13.636364,B
12.820513,B
25.0,C
12.975154,B
4.347826,A
7.474227,A
7.5757575,A
15.0753765,B
11.956522,A
31.25,C
9.615385,A
30.612246,C
12.570913,A
16.216217,B
14.204545,B
11.111111,A
6.521739,A
29.824562,C
19.39394,B
15.679815,B
34.4,C
19.621109,B
38.70968,E
35.0,C
24.305555,C
18.297873,B
17.647058,B
25.925926,C
27.118645,C
12.714286,B
15.294118,B
12.0,A
0.0,D
15.584415,B
6.910569,A
13.333333,B
6.779661,A
8.510638,A
-15.217391,D
17.741936,B
24.274406,C
17.142857,B
15.2610445,B
13.902054,B
8.852459,A
21.621622,B
19.908728,B
-13.461538,D
22.115385,B
15.151515,B
31.578947,C
12.393294,A
34.210526,C
11.885246,A
-13.513514,D
13.684211,B
33.962265,C
11.25,A
29.62963,C
17.142857,B
26.845638,C
28.68217,C
11.111111,A
10.526316,A
11.880742,A
13.888889,B
8.385744,A
17.397404,B
6.0869565,A
4.477612,A
10.869565,A
2.631579,A
14.323607,B
-4.0540543,D
22.112211,B
20.142857,B
-7.2727275,D
16.981133,B
0.0,D
6.0,A
5.084746,A
27.35849,C
17.324291,B
24.271845,C
41.304348,E
21.965319,B
25.0,C
37.704918,E
5.8139534,A
10.843373,A
29.824562,C
27.586206,C
31.11111,C
5.263158,A
27.32558,C
26.0,C
20.424402,B
21.59091,B
27.118645,C
12.457912,A
9.615385,A
25.714285,C
18.181818,B
-10.572687,D
24.956062,C
-1.1235955,D
29.411764,C
14.522821,B
67.567566,E
18.402779,B
25.657894,C
20.34928,B
22.127659,B
27.5,C
-7.894737,D
25.581396,C
27.710844,C
13.888889,B
4.0650406,A
36.25,C
27.027027,C
14.269912,B
7.183908,A
11.19403,A
25.0,C
21.052631,B
19.736841,B
-28.571428,D
15.388951,B
17.22595,B
13.461538,B
12.820513,B
8.35443,A
19.767443,B
-6.25,D
30.0,C
22.695036,C
12.0362,A
10.187668,A
16.258919,B
-2.5641026,D
8.982036,A
7.9365077,A
28.571428,C
17.75148,B
11.111111,A
15.5737705,B
17.524025,B
16.679626,B
21.428572,B
21.917809,B
31.25,C
11.320755,A
12.661701,A
11.471256,A
12.643678,A
17.857143,B
18.867924,B
22.76029,C
18.367348,B
10.38961,A
9.67742,A
19.721115,B
16.382252,B
14.537681,B
1.9607843,A
15.384615,B
11.627907,A
19.642857,B
15.068493,B
16.039236,B
13.571428,B
7.9545455,A
23.4375,C
54.901962,E
-5.084746,D
23.68421,C
13.12,B
4.7297297,A
17.368206,B
13.549161,B
3.7037036,A
29.62963,C
17.28395,B
14.487633,B
18.75,B
15.873015,B
37.2093,E
16.407982,B
9.090909,A
14.498141,B
7.3634205,A
25.714285,C
11.267606,A
14.0,B
18.730158,B
9.67742,A
8.928572,A
3.6144578,A
17.24934,B
16.014898,B
14.814815,B
12.769784,B
21.500458,B
24.444445,C
14.905451,B
20.761906,B
36.363636,C
15.95092,B
11.684211,A
15.306123,B
20.72072,B
23.219814,C
17.699116,B
14.814815,B
10.447762,A
11.042945,A
16.546762,B
-11.764706,D
11.059908,A
11.97884,A
21.782179,B
28.846153,C
13.001696,B
12.933754,B
25.490196,C
19.512196,B
8.805032,A
19.130434,B
16.092813,B
4.255319,A
14.811031,B
14.958842,B
17.184265,B
6.060606,A
26.190475,C
-2.3809524,D
19.004974,B
12.969525,B
31.37255,C
9.090909,A
18.80597,B
21.988527,B
11.320755,A
11.864407,A
9.090909,A
-2.9411764,D
17.460318,B
5.681818,A
24.444445,C
16.284986,B
9.954751,A
9.6,A
16.33875,B
13.970257,B
3.9682539,A
21.276596,B
-4.7619047,D
36.666668,C
10.810811,A
-1.9230769,D
48.387096,E
-19.444445,D
-8.1081085,D
9.69163,A
14.465409,B
30.555555,C
7.2727275,A
11.277391,A
21.969696,B
28.301888,C
22.058823,B
-13.888889,D
6.4935064,A
0.0,D
-3.7037036,D
0.0,D
21.84874,B
14.583333,B
13.725491,B
26.25,C
11.684073,A
7.142857,A
4.347826,A
3.2163742,A
-4.7619047,D
21.428572,B
14.340137,B
25.0,C
31.25,C
7.070707,A
41.935482,E
14.285714,B
23.529411,C
5.681818,A
17.6,B
14.285714,B
14.196762,B
18.333334,B
8.695652,A
12.933754,B
27.083334,C
17.727272,B
10.2030945,A
17.175262,B
15.789474,B
12.0,A
21.052631,B
14.09396,B
13.095238,B
20.0,B
19.19192,B
16.216217,B
14.133333,B
11.377246,A
9.615385,A
10.084034,A
14.379948,B
9.090909,A
6.2015505,A
24.31507,C
18.222221,B
9.433962,A
28.368793,C
15.421053,B
7.196719,A
15.841584,B
27.51004,C
17.948717,B
37.5,E
19.444445,B
7.2727275,A
10.37037,A
22.680412,C
33.766235,C
18.565401,B
26.415094,C
29.411764,C
13.821138,B
9.958507,A
10.31746,A
7.5757575,A
21.179625,B
10.9375,A
22.5,C
16.129032,B
12.056738,A
20.0,B
21.153847,B
15.686275,B
8.633094,A
0.0,D
15.226337,B
-9.090909,D
-1.7241379,D
12.5,A
21.656052,B
0.0,D
23.972603,C
13.043478,B
12.244898,A
15.384615,B
35.048233,C
15.567694,B
5.8333335,A
12.903226,B
4.878049,A
22.727272,C
19.239632,B
28.571428,C
16.216217,B
13.369964,B
20.338984,B
11.290322,A
-8.163265,D
11.136624,A
10.106383,A
23.443224,C
4.109589,A
23.68421,C
20.661158,B
16.73913,B
34.090908,C
17.567568,B
26.5625,C
10.0,A
19.148935,B
16.242039,B
19.88336,B
31.818182,C
14.457831,B
6.923077,A
15.436241,B
4.3103447,A
14.363144,B
15.094339,B
29.268293,C
13.888889,B
16.620499,B
6.818182,A
16.27907,B
16.171003,B
15.492958,B
14.285714,B
21.717173,B
-2.1645021,D
14.583333,B
12.062257,A
13.656846,B
18.181818,B
8.0,A
23.140495,C
6.122449,A
19.81982,B
18.87755,B
21.052631,B
23.4375,C
19.767443,B
-4.7619047,D
10.461538,A
13.114754,B
-8.823529,D
8.016877,A
14.428412,B
15.789474,B
25.581396,C
18.565792,B
5.319149,A
15.303783,B
17.732557,B
14.188422,B
2.631579,A
7.5,A
3.7037036,A
4.8249764,A
15.789474,B
11.82266,A
16.516129,B
22.0,B
38.0,E
26.31579,C
13.157895,B
19.43734,B
6.1728396,A
17.021276,B
9.378734,A
12.936451,B
23.846153,C
30.0,C
19.67213,B
13.2,B
17.647058,B
11.627907,A
9.67742,A
19.642857,B
6.3461537,A
3.8461537,A
17.391304,B
22.916666,C
17.307692,B
10.532687,A
16.827957,B
25.757576,C
14.285714,B
29.268293,C
12.280702,A
9.67742,A
19.19192,B
23.762377,C
1.9607843,A
14.9690485,B
13.004484,B
19.736841,B
22.222221,C
13.962264,B
-1.7857143,D
54.054054,E
